8,703866793
8,688705242
9,593233089
5,853152887
9,750766515
10,2368814
7,539113839
9,633072447
10,40611357
9,528017887
9,812428034
9,732283574
10,508409
12,67445442
10,35436917
5,582653851
12,48715267
11,92529425
9,89614633
7,920755503
13,51499303
6,130622338
9,678491117
9,839921625
10,64419784
9,210422398
11,11365981
10,48118169
6,828333535
9,141554467
9,349042967
9,792977003
8,436100344
8,569599865
11,81477115
12,27292521
10,98195861
7,178615009
9,758387932
7,369562831
6,61801736
9,02423505
8,027288742
11,65511818
9,457165746
9,659193075
8,751279598
10,15932086
9,870063852
9,269763136
9,586015264
7,140746391
9,013337382
8,871735556
8,286906542
11,57251769
9,277295079
8,933947927
9,98052276
9,552143877
10,91212114
8,289763584
9,708403691
8,915055737
7,560646264
10,8905643
9,952782882
10,06649591
8,780216056
11,73894982
9,803883231
8,755504383
8,876217262
8,074339002
8,333651791
5,489108218
5,509274591
10,49857008
5,375811349
9,20898168
9,478265935
8,879877805
9,371388803
10,10413287
11,54904985
7,568458761
10,24657387
8,975334514
9,506898746
10,33878654
7,774260221
11,27013934
11,68320622
11,1484919
9,359323789
8,054742003
10,34640855
9,816881552
7,953909737
7,513060096
5,946131203
9,976787442
9,451978877
9,378054749
8,285448771
10,90699603
5,391578809
11,87813929
8,659979321
6,714257247
6,715377422
11,33262433
7,698705021
10,78234218
11,4103828
6,762712944
9,814118844
8,738060777
9,912451148
9,494478743
11,67082746
11,02102876
8,647679265
9,044646214
10,08345475
7,714793444
8,78481388
10,33140606
7,451258895
7,961711725
10,80983478
8,316393617
9,329861522
8,107276076
11,97403046
9,251427622
8,090347421
10,80136351
10,97698975
8,638126574
7,928670817
9,757351436
8,827995629
8,818811216
9,876126216
10,56978868
9,431606009
7,988789776
12,70868863
10,73844503
10,30321949
9,089720279
9,092862435
7,924698694
8,586617692
8,893064573
6,441551064
10,4238019
8,397061282
11,67175735
9,011323625
9,115756039
8,620451829
7,86688731
11,86098881
10,94111922
9,874693724
7,467884825
4,052383665
11,6196424
7,183489151
9,77845021
9,6739141
10,33110724
6,196574855
9,586647222
10,44906538
8,917894262
11,05240987
6,449584218
9,105405293
11,02162901
9,750017491
8,384448314
9,373089637
11,75619277
9,68159218
11,60633857
11,02994546
7,805790925
13,45400009
4,16086215
8,524695561
10,81665795
8,005386817
10,03341015
8,717606848
10,8822639
10,12694822
8,501390262
5,337392187
8,727824244
10,35764401
10,57160367
10,2088592
7,349838306
10,17080491
7,228148345
11,65740961
11,87727969
7,836263307
8,674629608
9,280879242
9,901853899
10,53214174
10,11798623
10,57975692
8,874575482
9,909822766
8,013563948
10,37894928
9,663945426
9,554309923
7,090969698
9,56915617
10,59359344
9,184843738
12,45936761
9,187355046
9,491294445
8,043442521
12,31087872
11,53682755
9,590432496
9,890452172
7,469100331
10,62808117
7,752130009
9,989637953
10,89485579
10,55114691
10,70505163
3,559794836
10,16266623
10,09356442
8,542642583
10,49294382
10,51642251
11,39648445
7,663016019
10,56228584
9,029324562
9,34901613
12,62340291
13,10530014
7,575576306
6,992849454
10,78476333
8,349006208
8,88286377
8,288878043
8,462429024
8,738180968
8,009592801
8,580039368
8,927068071
8,103420605
11,11435899
10,87088968
9,424683176
10,62016739
8,994667595
9,773722057
10,69428564
9,141210829
12,07599537
10,0381943
8,654117721
9,54816856
7,795588564
9,794287019
8,229062243
9,893000898
8,058024613
10,9968922
8,500715456
11,25534123
8,766458956
10,7731666
9,151814358
8,218045806
10,2181707
8,437718719
9,560797285
11,47545613
10,80007154
9,557546409
11,83166177
10,71284275
6,087310574
10,80276369
9,400341976
7,68444825
9,210387152
6,420246716
7,477467168
10,76051626
10,02150081
11,22553055
10,37251668
5,952666204
8,437312821
8,625974652
11,33210735
10,74913516
4,572492169
9,50172287
10,58107231
11,04378413
10,39969985
11,24571734
8,551191162
9,4467778
8,542201022
8,671974469
10,40895591
10,91456775
9,917852979
8,635315058
7,571292568
11,06002435
10,60022124
9,806151487
12,13177077
6,675889889
11,7623375
6,927120529
9,991740931
8,584555807
12,63402475
10,72992668
9,667800604
5,791327094
7,751362171
7,382302695
6,82632553
11,93260706
7,249712502
10,06588245
11,52963777
7,38321998
11,34844701
8,192791277
9,182730945
6,098726864
8,958159991
7,931491113
10,60233011
10,27270793
8,334013263
10,61188776
8,953022511
8,036648913
10,82551196
9,843335562
7,903754892
10,16011645
11,05462857
9,27577003
9,667817107
8,490323238
9,447299498
6,287054353
8,542571289
8,847539261
9,960896492
8,353144174
8,455041251
11,36510976
10,67684792
8,874792158
11,52887846
9,243644484
9,469190612
10,99518683
10,16659518
10,55579195
11,51212781
10,83144586
8,961869615
10,41141483
6,149959321
10,76330339
12,34330327
8,890207397
9,270646835
6,701764462
10,49363715
4,765070504
11,82163139
8,938425343
11,67690037
9,132387005
9,757754579
9,595949988
10,49582198
7,200950971
7,735715988
10,07510844
6,833737961
8,545847984
9,912483362
7,868240788
9,788588171
11,56851689
6,918642177
9,341068368
9,761316556
10,32052847
10,56630482
9,359563106
10,36545189
6,83440597
7,765462588
12,09145461
11,4059598
7,405833351
9,80552553
10,14272388
10,60877101
9,355538038
12,24074831
11,3777991
9,67449913
8,449483896
9,799273586
10,39429387
7,997353465
10,28622413
12,05859084
5,838692885
8,45362136
9,466308812
9,149976388
11,21974625
10,6446133
9,347168898
9,004792986
9,678746256
7,955699593
10,41953035
7,163952098
9,245664332
9,64079638
9,843340994
8,502600981
10,97382188
9,003991301
9,791824807
11,16545648
8,066055868
7,431940891
10,09179215
9,879111536
7,236720568
7,776255485
11,02523095
8,384909527
9,952955296
7,467131378
9,580478962
8,218303126
10,17390799
7,778180756
8,524073467
9,171045045
9,589476697
10,03008369
8,791720716
7,406850952
8,890391531
9,003882268
11,43671814
11,31597861
11,43469342
10,90125854
9,349168723
9,372504565
10,71179176
8,571467694
6,010977367
9,105359028
10,69590598
8,4046497
11,00079999
9,851696792
8,244156475
10,50710949
7,475836816
8,401863195
8,045035784
6,895128684
9,716734863
6,551911645
8,144033897
10,40026344
12,02263669
11,83525416
10,353087
8,137782318
10,94926181
9,831986998
10,89280644
10,24526631
9,252428799
10,31555753
10,09814376
10,60422165
7,274523602
8,705985734
10,2165055
8,179769045
8,755917479
4,353576898
8,70687769
11,09171292
10,93913347
9,301974343
10,25377862
10,10859977
11,5523996
10,94485936
9,163727483
10,59477048
11,03640503
12,23994568
7,820171798
7,208683696
10,25819936
7,519763134
7,676304794
8,812499088
11,30701309
10,14739378
10,57003419
9,44973988
10,8203587
7,237965005
11,39425004
6,621196989
6,95238225
10,40949816
6,354614256
8,867245881
10,63032016
10,84791884
12,08975557
11,13489175
7,522474561
10,06004412
8,693742773
7,822303229
8,874558824
11,09940642
8,839159928
10,92578341
11,15106063
7,862530113
6,839426839
10,31178064
10,03912039
8,245437332
7,756777158
6,850784727
7,285604286
11,64721817
6,870399569
10,51538936
8,827653373
8,672267964
10,58507562
10,97798483
7,497113348
7,592265797
8,352358583
9,446702553
9,274951494
10,9831255
6,351783733
11,89867674
9,863531874
8,655627405
10,38228604
6,054757661
7,023800618
10,8723177
11,36939994
9,821789968
7,031915936
8,271399182
11,74271545
11,81945572
9,518440855
11,19369015
9,609734097
8,548915971
10,5909641
8,273469648
8,576573031
10,05822187
11,82591999
9,215690609
10,86572414
7,235142637
9,448052071
10,92124421
12,21424562
12,45348683
9,958881988
9,073704364
8,972575902
8,034572882
10,92438971
10,93819916
7,341033862
7,902052207
6,788237544
7,517461286
9,659411533
8,708019595
11,08838007
8,97146571
8,018642632
7,110529474
8,877038458
10,92254238
11,07772201
8,248865938
7,128829136
11,06410258
8,952575077
8,550092746
9,621728723
8,4871132
9,506613881
9,376270607
10,15534124
7,36959811
8,579190728
8,451440404
10,24019426
7,078125975
9,374463583
9,726557645
10,83632199
9,251167886
8,91375538
8,950185124
11,40742394
12,14311078
11,09076028
7,623280174
9,007964116
11,88732408
9,307116628
10,01410648
9,117105023
12,98677808
9,402365366
11,35795576
9,279404369
