-2,223118337
-0,534852489
-4,393800151
1,218569872
1,550529236
-4,124751511
8,301754635
0,975585374
-7,436162572
0,987646012
-0,438364514
-2,061582854
2,800861728
-1,743056986
-0,864982774
-3,943717092
-3,067474771
-5,282478864
0,833790991
-0,7603914
-2,993556391
3,446858378
4,528349152
3,862272976
2,472426037
-8,581534401
2,370889692
-3,490744737
-0,063861024
8,457993313
-3,276486836
-1,240323252
2,332893396
2,208241999
-6,49869995
-2,425557268
-0,611788684
-1,749769862
2,437199557
6,176504993
2,105336225
-2,701795096
-4,956195703
7,344233172
2,622780246
-5,749511908
-3,358967528
3,425185689
-3,883669434
1,880750861
3,145473358
4,620142224
-2,78009648
1,002679206
6,201062646
-0,709905775
2,295084886
8,041949454
-1,598685688
-4,744303802
1,209977859
0,74218924
0,545021025
1,537691571
3,515460717
8,189086101
-5,30288645
0,331332406
-8,097646907
4,240303729
-0,816220722
-2,811275414
-2,55023147
-3,759981153
-0,585041172
-1,123415047
-1,200829234
3,840716166
2,791200411
2,107987013
1,414970713
-0,065724302
8,289868972
0,594004759
-1,400507239
1,964560337
0,306327227
1,526725653
0,764287438
-1,811104346
3,330045378
6,125743781
0,174253198
-5,980703281
0,399576342
-2,239484721
0,780564607
-8,081770852
-6,191241584
0,279598983
-1,903817498
-2,85367654
-5,693362968
1,08139592
4,520226904
-4,516920849
-4,385413334
5,145272132
4,02467452
-0,789851227
2,775710155
0,145828955
-1,30348474
-0,82162727
-3,422131812
0,569404211
-1,783672437
-4,061075334
1,154109468
2,524982858
-3,351900956
3,242288084
2,713745731
6,710060304
4,14498221
-3,098821568
-0,053713424
-2,709425185
-4,002563685
-9,101006029
1,036646447
-5,325667012
-2,267012694
-2,739201349
9,363234031
0,839081948
-4,932073823
-0,167185358
0,074264453
-3,969515068
12,54019532
6,507973541
0,787205647
1,601543805
4,488725324
-4,145343095
1,322304858
-1,726335887
-1,199765182
2,770268855
5,601168836
-0,938441043
0,128492089
-2,536943451
-1,928465194
3,834821922
-1,431779357
5,397634907
0,042951645
4,569667731
3,986043518
-0,696535318
-0,859752031
2,909734356
-0,198451299
1,10533989
0,294854684
0,432891291
-4,059695079
4,462494946
-0,646163905
-0,191845171
-7,753381199
-0,156627263
-2,534271305
1,724993558
-0,222253888
3,278449881
-0,021249656
-0,810286863
-0,394999202
15,26389382
-4,055391363
4,337421962
-2,862842441
2,657279797
1,488157708
1,635748469
3,461084358
-3,180617996
-2,533942136
-3,952726238
0,787846527
-0,775206426
7,436517561
-1,12176705
-8,29132656
-0,694143873
-1,310817176
-3,558737841
-2,237685633
-0,370926636
1,484276242
-5,984789357
-1,385411127
0,417131851
-2,035749232
-0,241888566
0,065049825
0,70295378
5,834369
6,238047076
0,019177195
5,260517346
-4,287298685
-1,930831286
-0,74342162
5,26568803
1,38192279
-6,205462039
12,77159095
1,20383645
-0,893657029
7,792444151
-2,385826282
1,784545126
-3,139082838
1,151962197
-1,241950776
-2,798401273
-5,390649755
-3,078915875
3,176649029
0,039897886
-4,283323224
4,761688363
4,97912829
1,552936145
-2,417941331
-4,336454083
-0,911848506
-3,644707913
-0,465644299
-2,299434747
-9,368067245
0,502392812
4,047614147
1,541368297
-0,007584092
1,79604699
-2,44624039
-0,475755648
1,318038101
0,697397422
-3,797776779
-1,847470331
1,269677761
2,73518524
5,345323813
-4,475019562
3,562564468
-1,663752422
-2,261404189
-0,14528815
-2,032835438
1,202155857
0,12497144
-1,02299172
6,375964083
0,308989125
2,136746493
0,996198445
7,794999465
-0,66566678
2,450324155
-0,055643251
-2,459034595
-0,364311407
0,814748323
-1,846972446
4,6928499
0,141925263
0,302686728
-1,178330157
2,842415558
-2,316732575
-0,43287895
2,787228853
-0,739023823
-4,012721993
3,558821271
0,217603246
1,781133371
9,082328905
-8,85047344
0,750811551
0,828631708
-11,76028141
-1,394977604
-3,278611814
-2,0093223
-2,987538008
-1,050644583
-2,25142662
-1,996358787
-0,52623819
-4,188782071
-1,770207674
-2,411881428
-0,074164785
-9,293267464
1,407304372
0,484909547
-0,451899115
1,216479973
-0,163951425
0,041883254
-3,690077395
-0,561888604
-5,25202531
-0,750076597
1,890675746
3,040271582
0,515965683
-3,694917356
-2,842496023
0,475946059
5,364707495
-2,011018889
-5,805213539
5,426356422
-0,385150338
-3,333206894
6,970744566
0,723161358
8,107624148
1,892024135
-0,290447614
0,8620383
-3,573218427
0,954493693
-2,021198162
0,459483425
3,698321756
-1,024312798
0,046966947
-2,380911057
-2,760897388
0,16038821
2,504576533
-2,936911232
4,292130213
3,270043479
1,406135977
-0,089107866
3,666847259
-1,699247725
-0,121037236
25,88177374
-2,050114279
-1,961933093
-1,745544786
-5,67026146
-0,146873627
-3,63359111
-1,928471593
-3,149254046
4,486816242
